content,followers,following,retweet,created_at,troll
@EnClavePolitik @MashiRafael @OrlandoPerezEC Y por cierto; Argentina esta regresando a su desgracia historica por la voluntad de su incomprensible e ignorante pueblo. Que pena por ellos. Nunca lograran avanzar. Kitchner asquerosa y miserable; ademas de ignorante y ladrona;,1,1,False,2019-08-16 06:09:15,True
@EnClavePolitik @MashiRafael @OrlandoPerezEC Este infeliz cree que sigue en la presidencia y que puede seguir amenazando. Defendiendo lo indefendible; a esa sarta de ladrones que lo acompañaron durante 10 años para saquear al pais. O es un demente o no tiene verguenza alguna ; mediocre miserable.,1,1,False,2019-08-16 06:05:33,True
@EnClavePolitik @MashiRafael @OrlandoPerezEC A este hijo de puta ladron solo lo entrevistan RT y Telesur; sinverguenza. Habla ahora de justicia no transparente; jaja; que payaso realmente; o esta demente,1,1,False,2019-08-14 04:23:34,True
@Maby80 Engendro del miserable Chavez; vives como rica en el imperio mientras el pueblo venezolano vive en la miseria. Asquerosa repugnante. Chavez reposa en el infierno.,1,1,False,2019-08-11 03:16:12,True
@MashiRafael Regresa miserable cobarde para que respondas por el saqueo que tu y tus compinches perpetraron en 10 años,1,1,False,2019-08-11 03:10:45,True
Mientras vive en New York; María Gabriela Chávez envió un mensaje soez al “imperio”  via @El_Cooperante https://t.co/to0RLdTI8v,1,1,False,2019-08-11 03:09:20,True
@UruguayRock A Peru tambien le anularon 2 goles contra Venezuela; y otra hubiera sido la historia. Asi que; aceptenlo.,1,1,False,2019-07-01 13:21:32,True
Ese indigena ignorante no tiene poder alguno de convocatoria. A la mierda el y Maduro,1,1,False,2019-05-01 19:05:30,True
Verguenza de ex canciller. Gracias a el y todos los imbeciles que lo rodean; existe hoy una miserable Venezuela. En vuena hora que desaparecio esa diabolica organizacion creada por Castro.,1,1,False,2019-05-01 13:30:10,True
@MashiRafael Que cara de la verga que eres deja de joder chucha,10,10,False,2019-06-24 22:02:10,True
@JorgeGlas Thats bullshit hasta el video es tan falso,10,10,False,2019-06-24 09:40:16,True
@VeritoFrei @yandrifernando @amaurichamorro @JorgeGlas @Lenin @mariapaularomo Cada quien recibe lo que se merece,10,10,False,2019-06-24 00:25:38,True
@johi_alejandra @amaurichamorro @JorgeGlas @Lenin @mariapaularomo Exacto,10,10,False,2019-06-24 00:23:22,True
@mauroquerembas1 @pichinchauniver @JorgeGlas @Lenin @mariapaularomo @MinInteriorEc Exacto,10,10,False,2019-06-24 00:18:40,True
@Chimich33876781 @MashiRafael Exacto,10,10,False,2019-06-10 06:17:41,True
@garygilerp @MashiRafael Esxcto a corres y sus aliados,10,10,False,2019-06-10 06:17:41,True
@MashiRafael Y tu la habras tenido te olivdaste de come cheque tu pana que pusiste en ese ministerio que doble moral hablas si eres el peor hay que sacar los impuestos a todas las importaciones para crear wl comercio y plazas de trabajo pero nos dejaste com impuestos hasta el cogote,10,10,False,2019-06-03 18:22:49,True
@MashiRafael Que pena wue no conozcas los productos de tu tierra pero estos tienen mas de 20 años bruto,10,10,False,2019-05-27 13:52:29,True
@MashiRafael Pero si tú lo conocías para que mierda lo pusiste ahora no haces mas que ha las mal de el y en realidad estás hablando  mal de ti porque el era parte de tu grupito déjame decirte que cualquier persona se vuelve loco con ese poder de ser presidente exactamente lo que te pasó a ti,10,10,False,2019-05-25 13:36:03,True
@FEGASG Con gusto Don Chulquero; pela verga; cara de Chancho..,2,2,False,2019-08-14 18:58:55,True
@FEGASG Feriado en corto!! https://t.co/4T25165nH8,2,2,False,2019-08-14 17:19:40,True
@janethinostroza Mucha agua oxigenada en la cabeza le está haciendo daño; estimada "Periodista independiente",2,2,False,2019-08-12 00:23:22,True
@ramirogarciaf Andate a la verga hijo de puta; el policía debe darle más duro a esa rata y a cualquier pendejo abogaducho que quiera defenderlo..,2,2,False,2019-08-11 03:27:38,True
@Lenin Nadie supera la velocidad
 De Lenin para hablar pendejada; eso sí es velocidad.,2,2,False,2019-08-10 01:04:20,True
@Lenin Ya cállate y ponte a trabajar!!
Troles aquí los espero!!,2,2,False,2019-08-08 16:19:04,True
@lolacienfuegos @MashiRafael @mariapaularomo @ramirogarciaf @DianaSalazarM2 @Lenin Se "nota" la calificación 10/20; de pronto si sacaba algo más; podría encontrar en el #HellokittyPeper con que vincular a Rafa,2,2,False,2019-08-07 19:58:53,True
@EAyalaMora No alcanzarán ni el 1 % de votación para presidente del Barrio; de socialistas solo el nombre por que ustedes son y serán la ramera de la Derecha.,2,2,False,2019-08-07 11:47:50,True
@iturraldeycaza @lolacienfuegos @andreatama @LeovannaO @lizvalarezo @tinocotania @Xapime @LFC014 @DiegoArcos14 @FernandaFebC @dhanna Explique por favor el Tw de Lola!!,2,2,False,2019-07-28 15:10:44,True
@lolacienfuegos @GloriaGallardoZ @CesarCoronelEc @LeovannaO @tinocotania @FernandaFebC @Danku_G @Xapime @DanielaNogales @elconsiglieri1 Me sorprende el cambio ahora; en todo caso gracias Lolita por esas imágenes del pasado..,2,2,False,2019-07-28 15:09:13,True
@ramirogarciaf Al cura tuarez,8,8,False,2019-08-17 13:16:46,True
@MashiRafael Hay sr correa entienda ya no le creemos y con esto se pone en duda la ganancia de las elecciones del  sr Moreno donde usted metió mano y ganó con fraude https://t.co/7RHU8SlPts,8,8,False,2019-08-17 13:16:03,True
@pichinchauniver @MashiRafael @GabrielaEsPais @CPCCS Y esta seudoempresarial revolucionaria que siga condecorando a corruptas porque de ahí por la patria no ha hecho nada https://t.co/72MbJk7nCZ,8,8,False,2019-08-17 01:19:45,True
@MashiRafael Regresa el mismo discurso del mitómano de Bélgica bien sinverguenza no entiende que ya no le creen https://t.co/HuVsExS9pt,8,8,False,2019-08-16 18:45:02,True
@noticiasfalsasE Ósea que los sres no se registran siempre en todo edificio público o privado se entrega un documento de identidad y se pregunta si le pueden recibir el hecho de que sean de la posta no inhibe de seguir el procesamiento ya parecen seguidores de correa,8,8,False,2019-08-16 16:20:55,True
@VillaFernando_ @martharoldos @Lenin Cuantos años a funcionado la refinería y recién se dan cuenta de la contaminación que caretuco sinverguenza ya basta sr cuesta venda lo que es suyo no lo del pueblo,8,8,False,2019-08-16 14:17:52,True
@VillaFernando_ @martharoldos @Lenin De ser verda esto es grave además el sr cuesta en su afán de ganar con este negocio y dejar al pueblo ecuatoriano hundido más en la miseria ahora resulta que se preocupa por el pueblo de esmeraldas sinverguenza,8,8,False,2019-08-16 14:16:31,True
@emihuerta @fabovillamar @ecuavisa Dé la dra Matilde Hidalgo y Eloy Alfaro si lo  ha hecho ecuavisa,8,8,False,2019-08-16 14:13:37,True
@MashiRafael Mitómano sinverguenza https://t.co/jahDOksVdV,8,8,False,2019-08-16 12:27:50,True
@pichinchauniver @MashiRafael @PaolaPabonC Quien le cree a esta prefecta rocola repite el discurso del mitómano de Bélgica aquí no es argentina entiende aquí los corruptos se van presos https://t.co/4k8V4Ag3zy,8,8,False,2019-08-16 12:27:11,True
@jcarlostuarez Tomate una inmodium diaria por@el tiempo que@creas que el@pueblo te@pide@algo solo te ordena el mashi y tú buscas solo cambio de status social,16,16,False,2019-08-17 19:17:38,True
@luisevivanco Ya quedaron pésimo ya paren con el tema se hunden cada vez más como inútiles del periodismo payasos sin público y sin pautas,16,16,False,2019-08-17 14:39:26,True
@MashiRafael Jajajjaja que cara dura el moñudo hablando de hacer un gran frente para que la robolucion siga recaudando para sus bolsillos,16,16,False,2019-08-17 14:37:19,True
RT @sgavidia: Y el común de los mortales ecuatorianos apenas podrían llegar a ahorrar USD $ 200.000 en 30 años de trabajo; claro;  quitándo…,16,16,False,2019-08-17 03:33:56,True
@andrespaezec Ramiro se te va un cliente apura antes que aparezca colgado de la selda La Posta no opina porque no han pautado,16,16,False,2019-08-17 03:30:45,True
RT @varasjj: No hay ninguna explicación ..luego del sobrevuelo y de constatar la devastación irremediable en los cerros se les da una “mora…,16,16,False,2019-08-17 00:38:37,True
@TwuiteroEl @jcarlostuarez @MashiRafael @CPCCS si no me equivoco es HOMOSEXUAL  se nota clarito por eso la afinidad con RAFICO ALIAS MAMELUCO,16,16,False,2019-08-16 22:23:54,True
@LaPosta_Ecu el primer ingreso ensayado  o el segundo o el tercer ingreso ensayado,16,16,False,2019-08-16 21:37:00,True
@PacoToala pero estos se te llevan hasta los muebles,16,16,False,2019-08-16 21:23:04,True
RT @PacoToala: Se acuerdan del ladrón de la iglesia redonda de Urdesa; acá hay dos mas 
👇👇👇 https://t.co/Xw0XiHkPiz,16,16,False,2019-08-16 21:22:37,True
@MashiRafael Tú fuiste el culpable de todo eso ególatra sinvergüenza.,0,0,False,2019-08-13 20:35:36,True
@Marisol_Bowen @MashiRafael No le haga caso a esa borrega copada de Correa; debe ser cabeza cuadrada como todos esos corruptos que lo siguen.,0,0,False,2019-08-13 13:29:03,True
@MashiRafael Tu; no tienes calidad moral para opinar;  en tu gestión   .  Lo hiciste.,0,0,False,2019-08-09 01:21:53,True
@DiarioExtraEc Vamos a quiñar........mmmmmmm.    vamos a forrar.......mmmmmmm. Peguémonos un Guallingo. POR lo pronto; este es un aporte lojano. Saludos cordiales.,0,0,False,2019-08-04 15:51:53,True
@MashiRafael Qué expresas si los don son la misma bertha.,0,0,False,2019-07-26 21:13:23,True
@MashiRafael Allí es a donde vas a ir zopenco.,0,0,False,2019-07-25 21:40:06,True
@MashiRafael Ven que lo acompañes cretino.,0,0,False,2019-07-23 23:23:37,True
@mejiacelleri @TMT30_ @relicheandres @HolguerGuerrero @Ricardo_BravoFl @fabriciovelav @VladCard8 @verorivadeneira @fermedinanews @ximealito @RosarioCordovaV Que desaparezca el ladrón;  al fin y al; cabo es uno de los principales corruptos.,0,0,False,2019-07-23 23:22:48,True
@VickyDesintonio Verás muchachita irrespetuosa; creo que las personas debemos asumir responsabilidades de acuerdo a nuestra edad y calamidades;  por lo tanto; tu estas demás. Ubicarme. Saludos cordiales.,0,0,False,2019-07-16 05:44:57,True
@MashiRafael Tarado.,0,0,False,2019-07-16 05:41:29,True
@MashiRafael Hablo de nuevo el rey de los mediocres. No solamente cada día que pasa se comprueba que a parte de mediocre fuiste un criminal; sino que el miércoles has de haber estado llorando desconsoladamente. Espera q se te viene la diarrea crónica...,3,3,False,2019-08-17 01:50:31,True
@wgomezr @MashiRafael Quedaste como pendejo; pedazo de imbecil!,3,3,False,2019-08-17 01:48:30,True
RT @VillaFernando_: Bulmaro Delgado; de la mexicana Ingeniería Coliseum; dice representar a la alemana Thyssenkrupp que acaba de demandar e…,3,3,False,2019-08-16 22:18:57,True
RT @kimontare: Me van a declarar "insolvente dice el capo; para no dejarme participar en las elecciones...

Acuérdate como hiciste lo propi…,3,3,False,2019-08-16 22:18:38,True
RT @VillaFernando_: Ecuador no va a permitir que un descalificado como Santiago Cuesta; aquel que estafó al país en $3 millones vendiendo a…,3,3,False,2019-08-16 22:17:54,True
@MashiRafael Lá lista 5 de tu compinche y delfín Espinel? Ladrones HDLGP!,3,3,False,2019-08-16 11:14:16,True
@MashiRafael Así es! Todo es cuestión de tiempo para verte vestido de zanahoria en Latacunga!,3,3,False,2019-08-16 11:13:10,True
RT @AnderssonBoscan: Voy a dejar esto por aquí. Se lo hacen llegar a quien consideren: 
Li Pisti ni si idintifici. https://t.co/kEyXvgGIxu,3,3,False,2019-08-16 11:05:52,True
@MashiRafael ya no lo dice tu dizque “lawfare “ sino un miembro de la banda. https://t.co/qaM5wWHnTt,3,3,False,2019-08-16 11:02:52,True
RT @AnderssonBoscan: Así evitaron la cobertura de la Posta en el #CNE durante la toma del recinto por parte de Yasunidos. 
El Coronel Rolan…,3,3,False,2019-08-15 23:55:00,True
@janethinostroza @ARMENDARISMt Jajajajjaja bien contestado...!,7,7,False,2019-08-17 18:52:36,True
@MashiRafael No será a Devolver; devolver; devolver????,7,7,False,2019-08-17 18:50:56,True
@camlagos @MashiRafael @InfoNodal El grupo de Puebla vale carpeta,7,7,False,2019-08-17 18:47:35,True
@jotalloretv @MashiRafael @MSPEcuador @IESSec @AsambleaEcuador @CompromisoRC @BancadaRC @SomosMasEc1 @tomebamba @splendid1040 @complicefm @radialvision Los mismos jubilados que Correa y Espinoza les quitaron 40 millones o son otros? Pregunta,7,7,False,2019-08-17 18:45:44,True
@MashiRafael Es que de ustedes se podía esperar todo,7,7,False,2019-08-17 14:39:20,True
@MashiRafael Si Yachay era lo mejor del mundo; por qué tus hijos no estudiaron o estudian allí?,7,7,False,2019-08-17 00:11:33,True
@MashiRafael Quien hereda no hurta.....,7,7,False,2019-08-16 13:51:18,True
@MashiRafael La culpa no es de la prensa; lo que realmente pasa es que la prensa ya no manejan ustedes; ya no hay las interminables sabatinas ni cadenas; ni la comunicación ilimitada de los Alvarado ni la mano nefasta de Ochoa en la supercom. La prensa no es corrupta; solamente no es suya.,7,7,False,2019-08-16 03:04:26,True
@RonnyAleagaS @MashiRafael @AsambleaEcuador @CPCCS Murió en el 30s.,7,7,False,2019-08-16 02:57:47,True
@pabelml @MashiRafael @PeoplesForumNYC @BancadaRC @CompromisoRC @EcuadorRC @virgiliohernand @xaguilarv @lduranaguilar @marcelaguinaga @jotalloretv @RonnyAleagaS @AXEA65 Que hace en el imperio? No odia el capitalismo. Debería dar charlas en Venezuela,7,7,False,2019-08-16 00:28:59,True
@MashiRafael Si y esperemos que tengas el mismo final que Lincoln! Rata asquerosa 🐀,4,4,False,2019-08-15 02:07:43,True
@papicruz1974 @fabriciocorread @MashiRafael Turro ser hermano de un criminal y ladrón de 7 suelas!,4,4,False,2019-08-10 21:02:26,True
@MashiRafael Por la Vicky pones hasta el culo! Ladrón de 7 suelas! 🐀🐀,4,4,False,2019-08-09 19:43:56,True
#ContigoRafael #pillo #ladron #criminal #delincuente #ratero #charlatan https://t.co/uWP8qOr46V,4,4,False,2019-08-09 19:33:16,True
@EFranLoor Defender a un criminal te convierte en uno...abogado de quinta! RATEROS,4,4,False,2019-08-09 19:29:54,True
@MashiRafael Regresa RATERO! https://t.co/7CbeCOeLqF,4,4,False,2019-08-09 19:28:03,True
@MashiRafael El verdadero sueño ecuatoriano! Rata miserable 🐀 https://t.co/UaiqWyrhe0,4,4,False,2019-08-09 19:26:57,True
@MashiRafael Ven al país ratero hijo de puta! Te estamos esperando! RATERO,4,4,False,2019-08-09 19:24:44,True
@marcelaguinaga @MashiRafael @BancadaRC @EcuadorRC Ratas la justicia también les caerá al resto de la banda de delincuentes vestidos de revolucionarios!! Tengan paciencia rateros!,4,4,False,2019-08-09 16:12:45,True
@COLECTIVOACEB @GabrielaEsPais @MashiRafael @CondorECUADOR @evagolinger @forajida57 @TuiterosConGaby @WladimirIzaE @TANGOLIMA89 @Sandinin @HamiltonAguile3 Claro que vuelve esa rata...directo a Latacunga borregos sin cerebro que defienden a un delincuente prófugo de la justicia!,4,4,False,2019-08-09 16:11:09,True
@shababaty @FEGASG @el__dass @mariapaularomo Los rusos 🤣,44,44,False,2019-08-16 01:57:28,True
Macri está tomando medidas populistas desesperadas muy peligrosas y puede dejar a los Fernández (Alberto y Cristina) sin maniobra de acción. De por sí los Fernández pueden hundir al país; pero Macri está contribuyendo. Los políticos se pelean y los cagados los ciudadanos. Siempre,44,44,False,2019-08-16 00:34:00,True
@AntonellaMarty @milenkomar También aquí en Ecuador. Es algo muy latinoamericano...imposible de destruir. Árbol q nace torcido no endereza...,44,44,False,2019-08-15 23:34:47,True
RT @Ecuagallos: Salimos d 4 buitres y nos aparece una GÁRGOLA; Juan Xavier Dávalos es el + correísta d todos los consejeros electos y desde…,44,44,False,2019-08-15 23:31:07,True
RT @VillaFernando_: Al igual que en Argentina; en Ecuador todo está podrido; el sistema sanguíneo del Estado y la clase política de antier;…,44,44,False,2019-08-15 23:09:16,True
